Account name,Date,Transaction type,Transaction number,Name,Description,Full name,Account name,Amount line,Balance
PayPal Bank 3,11/02/2023,Deposit,8RX38575U7779404T,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 8RX38575U7779404Thttps://www.paypal.com/activity/payment/8RX38575U7779404T,PayPal Bank 3,--,$96.02,"$77,336.76"
Donations directed by individuals,11/02/2023,Deposit,8RX38575U7779404T,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$77,436.76"
PayPal Fees,11/02/2023,Deposit,8RX38575U7779404T,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.98,"$77,440.74"
PayPal Bank 3,11/02/2023,Deposit,75B56241149645710,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 75B56241149645710https://www.paypal.com/activity/payment/75B56241149645710,PayPal Bank 3,--,$19.87,"$77,460.61"
Donations directed by individuals,11/02/2023,Deposit,75B56241149645710,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$21.10,"$77,481.71"
PayPal Fees,11/02/2023,Deposit,75B56241149645710,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.23,"$77,482.94"
PayPal Bank 3,11/02/2023,Deposit,1YS81098026772949,07 1000 DRONES RESTR,Subject: 1000DRONESNote: PersevereTransaction ID: 1YS81098026772949https://www.paypal.com/activity/payment/1YS81098026772949,PayPal Bank 3,--,$196.93,"$77,679.87"
Donations directed by individuals,11/02/2023,Deposit,1YS81098026772949,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$204.56,"$77,884.43"
PayPal Fees,11/02/2023,Deposit,1YS81098026772949,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.63,"$77,892.06"
PayPal Bank 3,11/02/2023,Deposit,11405178AS827380H,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 11405178AS827380Hhttps://www.paypal.com/activity/payment/11405178AS827380H,PayPal Bank 3,--,$100.00,"$77,992.06"
Donations directed by individuals,11/02/2023,Deposit,11405178AS827380H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$102.53,"$78,094.59"
PayPal Fees,11/02/2023,Deposit,11405178AS827380H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.53,"$78,097.12"
PayPal Bank 3,11/02/2023,Deposit,9R0615312F741005G,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 9R0615312F741005Ghttps://www.paypal.com/activity/payment/9R0615312F741005G,PayPal Bank 3,--,$100.00,"$78,197.12"
Donations directed by individuals,11/02/2023,Deposit,9R0615312F741005G,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$102.53,"$78,299.65"
PayPal Fees,11/02/2023,Deposit,9R0615312F741005G,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.53,"$78,302.18"
PayPal Bank 3,11/02/2023,Deposit,84A42456N2972372U,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 84A42456N2972372Uhttps://www.paypal.com/activity/payment/84A42456N2972372U,PayPal Bank 3,--,$147.70,"$78,449.88"
Donations directed by individuals,11/02/2023,Deposit,84A42456N2972372U,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$153.55,"$78,603.43"
PayPal Fees,11/02/2023,Deposit,84A42456N2972372U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.85,"$78,609.28"
PayPal Bank 3,11/02/2023,Deposit,36253296VC918110Y,08 VICTORY DRONES RESTR,Subject: VICTORY DRONESTransaction ID: 36253296VC918110Yhttps://www.paypal.com/activity/payment/36253296VC918110Y,PayPal Bank 3,--,$2.97,"$78,612.25"
Donations directed by individuals,11/02/2023,Deposit,36253296VC918110Y,08 VICTORY DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$3.59,"$78,615.84"
PayPal Fees,11/02/2023,Deposit,36253296VC918110Y,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.62,"$78,616.46"
PayPal Bank 3,11/02/2023,Deposit,9C394123XV8991240,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 9C394123XV8991240https://www.paypal.com/activity/payment/9C394123XV8991240,PayPal Bank 3,--,$49.23,"$78,665.69"
Donations directed by individuals,11/02/2023,Deposit,9C394123XV8991240,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52,"$78,717.21"
PayPal Fees,11/02/2023,Deposit,9C394123XV8991240,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.29,"$78,719.50"
PayPal Bank 3,11/02/2023,Deposit,6W747868VH4692535,08 VICTORY DRONES RESTR,Subject: VictoryDronesTransaction ID: 6W747868VH4692535https://www.paypal.com/activity/payment/6W747868VH4692535,PayPal Bank 3,--,$19.69,"$78,739.19"
Donations directed by individuals,11/02/2023,Deposit,6W747868VH4692535,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.91,"$78,760.10"
PayPal Fees,11/02/2023,Deposit,6W747868VH4692535,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.22,"$78,761.32"
PayPal Bank 3,11/02/2023,Deposit,5R3705296L531130Y,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 5R3705296L531130Yhttps://www.paypal.com/activity/payment/5R3705296L531130Y,PayPal Bank 3,--,$298.14,"$79,059.46"
Donations directed by individuals,11/02/2023,Deposit,5R3705296L531130Y,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$309.43,"$79,368.89"
PayPal Fees,11/02/2023,Deposit,5R3705296L531130Y,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$11.29,"$79,380.18"
PayPal Bank 3,11/02/2023,Deposit,99L85929UL764450D,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 99L85929UL764450Dhttps://www.paypal.com/activity/payment/99L85929UL764450D,PayPal Bank 3,--,$19.69,"$79,399.87"
Donations directed by individuals,11/02/2023,Deposit,99L85929UL764450D,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.91,"$79,420.78"
PayPal Fees,11/02/2023,Deposit,99L85929UL764450D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.22,"$79,422.00"
PayPal Bank 3,11/02/2023,Deposit,22626981UK710471X,10 Flight to Recovery RESTR,Subject: Flight to RecoveryTransaction ID: 22626981UK710471Xhttps://www.paypal.com/activity/payment/22626981UK710471X,PayPal Bank 3,--,$50.00,"$79,472.00"
Donations directed by individuals,11/02/2023,Deposit,22626981UK710471X,10 Flight to Recovery RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52,"$79,523.52"
PayPal Fees,11/02/2023,Deposit,22626981UK710471X,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52,"$79,525.04"
PayPal Bank 3,11/02/2023,Deposit,7NW50380PC3874337,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 7NW50380PC3874337https://www.paypal.com/activity/payment/7NW50380PC3874337,PayPal Bank 3,--,$47.76,"$79,572.80"
Donations directed by individuals,11/02/2023,Deposit,7NW50380PC3874337,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00,"$79,622.80"
PayPal Fees,11/02/2023,Deposit,7NW50380PC3874337,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.24,"$79,625.04"
PayPal Bank 3,11/02/2023,Deposit,70P94210Y0915791P,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 70P94210Y0915791Phttps://www.paypal.com/activity/payment/70P94210Y0915791P,PayPal Bank 3,--,$18.81,"$79,643.85"
Donations directed by individuals,11/02/2023,Deposit,70P94210Y0915791P,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00,"$79,663.85"
PayPal Fees,11/02/2023,Deposit,70P94210Y0915791P,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.19,"$79,665.04"
PayPal Bank 3,11/02/2023,Deposit,53844687A44085127,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 53844687A44085127https://www.paypal.com/activity/payment/53844687A44085127,PayPal Bank 3,--,$23.64,"$79,688.68"
Donations directed by individuals,11/02/2023,Deposit,53844687A44085127,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$25.00,"$79,713.68"
PayPal Fees,11/02/2023,Deposit,53844687A44085127,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.36,"$79,715.04"
PayPal Bank 3,11/02/2023,Deposit,01713437UM936963Y,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 01713437UM936963Yhttps://www.paypal.com/activity/payment/01713437UM936963Y,PayPal Bank 3,--,$30.00,"$79,745.04"
Donations directed by individuals,11/02/2023,Deposit,01713437UM936963Y,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$31.11,"$79,776.15"
PayPal Fees,11/02/2023,Deposit,01713437UM936963Y,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.11,"$79,777.26"
PayPal Bank 3,11/02/2023,Deposit,031518192E966164N,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 031518192E966164Nhttps://www.paypal.com/activity/payment/031518192E966164N,PayPal Bank 3,--,$50.00,"$79,827.26"
Donations directed by individuals,11/02/2023,Deposit,031518192E966164N,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52,"$79,878.78"
PayPal Fees,11/02/2023,Deposit,031518192E966164N,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52,"$79,880.30"
PayPal Bank 3,11/02/2023,Deposit,1YW15096XL2693809,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 1YW15096XL2693809https://www.paypal.com/activity/payment/1YW15096XL2693809,PayPal Bank 3,--,$196.93,"$80,077.23"
Donations directed by individuals,11/02/2023,Deposit,1YW15096XL2693809,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$204.56,"$80,281.79"
PayPal Fees,11/02/2023,Deposit,1YW15096XL2693809,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.63,"$80,289.42"
PayPal Bank 3,11/02/2023,Deposit,1WG06791MA036190Y,08 VICTORY DRONES RESTR,Subject: VICTORY DRONESTransaction ID: 1WG06791MA036190Yhttps://www.paypal.com/activity/payment/1WG06791MA036190Y,PayPal Bank 3,--,$100.93,"$80,390.35"
Donations directed by individuals,11/02/2023,Deposit,1WG06791MA036190Y,08 VICTORY DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48,"$80,493.83"
PayPal Fees,11/02/2023,Deposit,1WG06791MA036190Y,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.55,"$80,496.38"
PayPal Bank 3,11/02/2023,Deposit,2W906350VU789682A,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageNote: HB Yulya SaganTransaction ID: 2W906350VU789682Ahttps://www.paypal.com/activity/payment/2W906350VU789682A,PayPal Bank 3,--,$28.91,"$80,525.29"
Donations directed by individuals,11/02/2023,Deposit,2W906350VU789682A,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$30.00,"$80,555.29"
PayPal Fees,11/02/2023,Deposit,2W906350VU789682A,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.09,"$80,556.38"
PayPal Bank 3,11/02/2023,Deposit,7U661067KJ601931P,04 PAYPAL GENERAL UNRESTR,Transaction ID: 7U661067KJ601931Phttps://www.paypal.com/activity/payment/7U661067KJ601931P,PayPal Bank 3,--,$9.26,"$80,565.64"
Donations directed by individuals,11/02/2023,Deposit,7U661067KJ601931P,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.10,"$80,575.74"
PayPal Fees,11/02/2023,Deposit,7U661067KJ601931P,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.84,"$80,576.58"
PayPal Bank 3,11/02/2023,Deposit,4YW63917R52770155,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 4YW63917R52770155https://www.paypal.com/activity/payment/4YW63917R52770155,PayPal Bank 3,--,$49.23,"$80,625.81"
Donations directed by individuals,11/02/2023,Deposit,4YW63917R52770155,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52,"$80,677.33"
PayPal Fees,11/02/2023,Deposit,4YW63917R52770155,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.29,"$80,679.62"
PayPal Bank 3,11/02/2023,Deposit,15N77228GU3923625,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 15N77228GU3923625https://www.paypal.com/activity/payment/15N77228GU3923625,PayPal Bank 3,--,$24.84,"$80,704.46"
Donations directed by individuals,11/02/2023,Deposit,15N77228GU3923625,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25,"$80,730.71"
PayPal Fees,11/02/2023,Deposit,15N77228GU3923625,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.41,"$80,732.12"
PayPal Bank 3,11/02/2023,Deposit,7YK59961TH5386249,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 7YK59961TH5386249https://www.paypal.com/activity/payment/7YK59961TH5386249,PayPal Bank 3,--,$9.93,"$80,742.05"
Donations directed by individuals,11/02/2023,Deposit,7YK59961TH5386249,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80,"$80,752.85"
PayPal Fees,11/02/2023,Deposit,7YK59961TH5386249,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.87,"$80,753.72"
PayPal Bank 3,11/02/2023,Deposit,85S717470H4882246,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 85S717470H4882246https://www.paypal.com/activity/payment/85S717470H4882246,PayPal Bank 3,--,$4.96,"$80,758.68"
Donations directed by individuals,11/02/2023,Deposit,85S717470H4882246,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$5.65,"$80,764.33"
PayPal Fees,11/02/2023,Deposit,85S717470H4882246,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.69,"$80,765.02"
PayPal Bank 3,11/02/2023,Deposit,99R56875GM1784203,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 99R56875GM1784203https://www.paypal.com/activity/payment/99R56875GM1784203,PayPal Bank 3,--,$149.07,"$80,914.09"
Donations directed by individuals,11/02/2023,Deposit,99R56875GM1784203,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$154.97,"$81,069.06"
PayPal Fees,11/02/2023,Deposit,99R56875GM1784203,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.90,"$81,074.96"
PayPal Bank 3,11/02/2023,Deposit,3L929648J9033535X,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 3L929648J9033535Xhttps://www.paypal.com/activity/payment/3L929648J9033535X,PayPal Bank 3,--,$50.47,"$81,125.43"
Donations directed by individuals,11/02/2023,Deposit,3L929648J9033535X,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$81,177.42"
PayPal Fees,11/02/2023,Deposit,3L929648J9033535X,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52,"$81,178.94"
PayPal Bank 3,11/02/2023,Deposit,5GK352464J189104X,09 MSU RESTR,Subject: MobileShowersTransaction ID: 5GK352464J189104Xhttps://www.paypal.com/activity/payment/5GK352464J189104X,PayPal Bank 3,--,$23.64,"$81,202.58"
Donations directed by individuals,11/02/2023,Deposit,5GK352464J189104X,09 MSU RESTR,Mobile Shower/Laundry Units - Mobile Shower/Laundry Units,Contributed income:Donations directed by individuals,PayPal Bank 3,$25.00,"$81,227.58"
PayPal Fees,11/02/2023,Deposit,5GK352464J189104X,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.36,"$81,228.94"
PayPal Bank 3,11/02/2023,Deposit,1C634948SX448522N,10 Flight to Recovery RESTR,Subject: FlightToRecoveryTransaction ID: 1C634948SX448522Nhttps://www.paypal.com/activity/payment/1C634948SX448522N,PayPal Bank 3,--,$23.64,"$81,252.58"
Donations directed by individuals,11/02/2023,Deposit,1C634948SX448522N,10 Flight to Recovery RESTR,Flight to Recovery - Flight to Recovery,Contributed income:Donations directed by individuals,PayPal Bank 3,$25.00,"$81,277.58"
PayPal Fees,11/02/2023,Deposit,1C634948SX448522N,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.36,"$81,278.94"
PayPal Bank 3,11/02/2023,Deposit,72K60194K1937301F,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 72K60194K1937301Fhttps://www.paypal.com/activity/payment/72K60194K1937301F,PayPal Bank 3,--,$18.81,"$81,297.75"
Donations directed by individuals,11/02/2023,Deposit,72K60194K1937301F,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00,"$81,317.75"
PayPal Fees,11/02/2023,Deposit,72K60194K1937301F,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.19,"$81,318.94"
PayPal Bank 3,11/02/2023,Deposit,6EH70229TY5439641,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 6EH70229TY5439641https://www.paypal.com/activity/payment/6EH70229TY5439641,PayPal Bank 3,--,$9.84,"$81,328.78"
Donations directed by individuals,11/02/2023,Deposit,6EH70229TY5439641,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.70,"$81,339.48"
PayPal Fees,11/02/2023,Deposit,6EH70229TY5439641,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.86,"$81,340.34"
PayPal Bank 3,11/02/2023,Deposit,3C335750BD6566450,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 3C335750BD6566450https://www.paypal.com/activity/payment/3C335750BD6566450,PayPal Bank 3,--,$99.38,"$81,439.72"
Donations directed by individuals,11/02/2023,Deposit,3C335750BD6566450,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48,"$81,543.20"
PayPal Fees,11/02/2023,Deposit,3C335750BD6566450,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.10,"$81,547.30"
PayPal Bank 3,11/02/2023,Deposit,9DB28584D5741060E,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 9DB28584D5741060Ehttps://www.paypal.com/activity/payment/9DB28584D5741060E,PayPal Bank 3,--,$73.84,"$81,621.14"
Donations directed by individuals,11/02/2023,Deposit,9DB28584D5741060E,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$77.02,"$81,698.16"
PayPal Fees,11/02/2023,Deposit,9DB28584D5741060E,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.18,"$81,701.34"
PayPal Bank 3,11/02/2023,Deposit,8VK47016YK379483K,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 8VK47016YK379483Khttps://www.paypal.com/activity/payment/8VK47016YK379483K,PayPal Bank 3,--,$9.84,"$81,711.18"
Donations directed by individuals,11/02/2023,Deposit,8VK47016YK379483K,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.70,"$81,721.88"
PayPal Fees,11/02/2023,Deposit,8VK47016YK379483K,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.86,"$81,722.74"
PayPal Bank 3,10/31/2023,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSD11 DESC DATE:231030 CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:091000010304157 EED:231031 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX4157TC,PayPal Bank 3,CHASE ENDING IN 5315,"-$13,800.00","$67,922.74"
CHASE ENDING IN 5315,10/31/2023,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSD11 DESC DATE:231030 CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:091000010304157 EED:231031 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX4157TC,CHASE ENDING IN 5315,PayPal Bank 3,"$13,800.00","$81,722.74"
